idEmprego,nmEmprego,nivelExp,idEmpresa,idLoc
7044,Head of AI,SE,196,12
7045,AI Research Scientist,SE,240,20
7046,AI Specialist,EX,212,18
7047,Principal Data Scientist,EX,50,13
7048,ML Ops Engineer,EN,141,13
7049,Machine Learning Researcher,MI,19,9
7050,Deep Learning Engineer,SE,239,11
7051,Principal Data Scientist,MI,239,4
7052,Head of AI,EX,3,3
7053,Data Scientist,SE,233,7
7054,Machine Learning Researcher,MI,20,13
7055,AI Software Engineer,SE,89,12
7056,AI Architect,EX,107,19
7057,Deep Learning Engineer,SE,101,9
7058,AI Consultant,MI,223,7
7059,Principal Data Scientist,EN,72,8
7060,ML Ops Engineer,EN,34,2
7061,Data Analyst,SE,88,17
7062,Machine Learning Researcher,SE,182,17
7063,ML Ops Engineer,EN,142,4
7064,Autonomous Systems Engineer,EX,38,19
7065,Principal Data Scientist,SE,149,13
7066,Machine Learning Researcher,SE,50,12
7067,ML Ops Engineer,EX,95,10
7068,Research Scientist,SE,150,10
7069,Computer Vision Engineer,SE,172,16
7070,AI Product Manager,SE,39,18
7071,Data Analyst,MI,229,13
7072,Data Analyst,EX,211,18
7073,Robotics Engineer,SE,206,13
7074,ML Ops Engineer,SE,177,14
7075,NLP Engineer,MI,2,6
7076,Autonomous Systems Engineer,EN,5,14
7077,Data Analyst,EX,163,3
7078,AI Software Engineer,SE,195,17
7079,Principal Data Scientist,SE,138,3
7080,Principal Data Scientist,EX,28,15
7081,AI Research Scientist,EX,54,11
7082,Autonomous Systems Engineer,EN,107,5
7083,AI Product Manager,SE,27,20
7084,Autonomous Systems Engineer,EN,23,16
7085,AI Product Manager,EX,214,12
7086,Machine Learning Engineer,EN,51,20
7087,Data Engineer,SE,36,2
7088,Deep Learning Engineer,EN,8,6
7089,Data Engineer,EX,177,5
7090,Head of AI,EN,3,8
7091,Head of AI,SE,222,1
7092,AI Software Engineer,MI,122,6
7093,Machine Learning Researcher,EN,12,11
7094,AI Research Scientist,EN,232,10
7095,Data Analyst,EX,151,5
7096,Machine Learning Researcher,SE,31,6
7097,Data Engineer,SE,7,1
7098,AI Consultant,EX,88,9
7099,Data Analyst,MI,154,19
7100,AI Specialist,EX,7,20
7101,Deep Learning Engineer,EX,82,7
7102,Machine Learning Engineer,EN,72,14
7103,Robotics Engineer,EX,41,6
7104,Principal Data Scientist,MI,202,13
7105,AI Consultant,EN,29,20
7106,NLP Engineer,EX,143,6
7107,Data Scientist,EN,23,10
7108,AI Consultant,EX,90,1
7109,AI Software Engineer,SE,36,7
7110,AI Product Manager,EX,161,19
7111,Autonomous Systems Engineer,EX,109,10
7112,Robotics Engineer,EX,146,17
7113,AI Specialist,SE,27,6
7114,ML Ops Engineer,SE,58,3
7115,NLP Engineer,SE,235,15
7116,Data Analyst,EN,185,18
7117,NLP Engineer,EX,15,18
7118,Data Analyst,MI,55,14
7119,Principal Data Scientist,MI,134,17
7120,Data Scientist,SE,192,3
7121,Machine Learning Engineer,EN,225,5
7122,NLP Engineer,EN,44,12
7123,Research Scientist,EN,235,10
7124,Data Scientist,EX,7,12
7125,Data Scientist,MI,162,2
7126,NLP Engineer,MI,17,10
7127,Machine Learning Engineer,SE,37,5
7128,Head of AI,EN,28,5
7129,NLP Engineer,SE,85,1
7130,Principal Data Scientist,MI,197,16
7131,Machine Learning Engineer,EX,57,1
7132,Data Engineer,SE,145,17
7133,Data Scientist,MI,91,17
7134,AI Research Scientist,SE,57,7
7135,AI Architect,EN,1,2
7136,NLP Engineer,MI,46,10
7137,Head of AI,EN,145,1
7138,Machine Learning Engineer,EX,174,5
7139,ML Ops Engineer,MI,113,7
7140,AI Specialist,SE,145,4
7141,Principal Data Scientist,MI,210,15
7142,ML Ops Engineer,EX,118,8
7143,NLP Engineer,SE,140,20
7144,Autonomous Systems Engineer,EX,9,9
7145,Robotics Engineer,EX,94,20
7146,Machine Learning Researcher,MI,75,6
7147,Principal Data Scientist,EN,180,15
7148,Principal Data Scientist,EN,159,5
7149,Autonomous Systems Engineer,MI,31,1
7150,AI Consultant,EX,151,4
7151,Machine Learning Engineer,EX,205,8
7152,Robotics Engineer,EN,76,7
7153,Principal Data Scientist,EN,33,19
7154,Data Analyst,SE,133,6
7155,Computer Vision Engineer,EX,72,15
7156,AI Architect,EX,234,20
7157,Computer Vision Engineer,MI,175,16
7158,Data Scientist,EX,155,8
7159,AI Software Engineer,EN,179,9
7160,Machine Learning Engineer,EX,86,4
7161,Head of AI,EX,78,12
7162,Principal Data Scientist,EN,17,18
7163,AI Specialist,EX,168,2
7164,Autonomous Systems Engineer,MI,83,8
7165,Principal Data Scientist,EN,25,11
7166,Research Scientist,MI,237,16
7167,Machine Learning Engineer,EX,206,13
7168,Data Scientist,SE,108,1
7169,Autonomous Systems Engineer,SE,216,15
7170,Data Engineer,EX,69,4
7171,AI Specialist,MI,106,11
7172,Robotics Engineer,SE,102,1
7173,AI Product Manager,EN,163,2
7174,ML Ops Engineer,EN,46,10
7175,Research Scientist,MI,64,6
7176,AI Specialist,SE,50,2
7177,Data Engineer,SE,99,20
7178,Machine Learning Engineer,EX,98,10
7179,NLP Engineer,MI,119,4
7180,Research Scientist,EN,200,10
7181,Autonomous Systems Engineer,SE,144,7
7182,AI Consultant,EN,240,9
7183,Research Scientist,EX,164,17
7184,AI Research Scientist,EX,73,17
7185,AI Specialist,EN,125,10
7186,Principal Data Scientist,SE,160,10
7187,Research Scientist,SE,100,19
7188,Data Scientist,EX,190,16
7189,AI Software Engineer,SE,90,1
7190,Computer Vision Engineer,EX,14,10
7191,AI Specialist,EN,38,20
7192,NLP Engineer,SE,161,12
7193,Robotics Engineer,MI,191,4
7194,AI Software Engineer,EN,41,9
7195,AI Software Engineer,SE,222,14
7196,ML Ops Engineer,SE,145,10
7197,AI Product Manager,EN,201,5
7198,Machine Learning Researcher,EN,207,14
7199,Computer Vision Engineer,MI,12,1
7200,Robotics Engineer,EX,199,4
7201,AI Architect,EX,39,18
7202,AI Research Scientist,SE,10,3
7203,AI Product Manager,EN,44,4
7204,ML Ops Engineer,SE,239,12
7205,Deep Learning Engineer,MI,173,17
7206,AI Architect,MI,100,4
7207,Deep Learning Engineer,EN,195,20
7208,Principal Data Scientist,EX,20,17
7209,Data Analyst,SE,176,1
7210,ML Ops Engineer,MI,194,11
7211,Robotics Engineer,EN,196,19
7212,Data Analyst,SE,233,5
7213,Data Analyst,EX,93,18
7214,AI Specialist,EN,91,16
7215,AI Software Engineer,MI,2,19
7216,AI Product Manager,EX,3,14
7217,AI Product Manager,SE,135,20
7218,Principal Data Scientist,EN,123,18
7219,AI Specialist,EX,177,12
7220,AI Research Scientist,EN,149,8
7221,Data Scientist,MI,28,2
7222,Deep Learning Engineer,EX,45,10
7223,AI Product Manager,EN,69,10
7224,Data Scientist,MI,29,17
7225,AI Architect,SE,208,10
7226,Data Scientist,EX,156,8
7227,Data Engineer,MI,46,2
7228,Autonomous Systems Engineer,SE,221,15
7229,AI Architect,EN,193,20
7230,Data Analyst,EN,231,12
7231,Autonomous Systems Engineer,EN,15,13
7232,AI Product Manager,EX,149,4
7233,NLP Engineer,EN,178,19
7234,Computer Vision Engineer,EX,60,11
7235,AI Software Engineer,EX,226,16
7236,Robotics Engineer,EX,142,8
7237,Data Engineer,SE,197,16
7238,AI Research Scientist,SE,184,5
7239,Computer Vision Engineer,MI,69,6
7240,Deep Learning Engineer,SE,118,16
7241,Principal Data Scientist,EX,72,11
7242,Research Scientist,SE,209,3
7243,Machine Learning Engineer,EX,149,12
7244,Data Engineer,MI,111,9
7245,AI Specialist,EN,132,14
7246,AI Software Engineer,SE,18,12
7247,AI Architect,MI,192,15
7248,AI Architect,SE,214,7
7249,Data Analyst,EX,70,19
7250,Principal Data Scientist,EX,83,1
7251,ML Ops Engineer,MI,69,15
7252,Autonomous Systems Engineer,SE,50,16
7253,Machine Learning Engineer,EN,150,5
7254,Data Engineer,EN,180,6
7255,Data Scientist,MI,68,14
7256,Research Scientist,EX,44,11
7257,AI Research Scientist,MI,74,17
7258,Research Scientist,MI,153,3
7259,Machine Learning Researcher,EX,53,18
7260,AI Architect,MI,196,4
7261,Computer Vision Engineer,SE,95,16
7262,Machine Learning Researcher,MI,212,11
7263,NLP Engineer,MI,157,15
7264,AI Specialist,EX,21,7
7265,AI Architect,SE,85,6
7266,Head of AI,MI,190,11
7267,Data Analyst,EN,12,7
7268,Machine Learning Engineer,EN,144,13
7269,ML Ops Engineer,MI,198,9
7270,Computer Vision Engineer,EX,233,20
7271,AI Product Manager,EN,93,19
7272,Machine Learning Researcher,EN,72,1
7273,AI Research Scientist,SE,146,18
7274,AI Research Scientist,MI,3,15
7275,AI Research Scientist,EX,195,16
7276,Machine Learning Engineer,EN,3,19
7277,Machine Learning Engineer,EX,98,4
7278,Autonomous Systems Engineer,SE,164,4
7279,ML Ops Engineer,EX,171,16
7280,Research Scientist,SE,206,6
7281,AI Specialist,MI,83,11
7282,ML Ops Engineer,SE,90,3
7283,Deep Learning Engineer,SE,181,16
7284,Machine Learning Researcher,MI,88,19
7285,Deep Learning Engineer,EN,91,10
7286,AI Architect,EN,111,9
7287,AI Architect,SE,17,13
7288,AI Specialist,MI,66,18
7289,AI Specialist,SE,54,15
7290,Autonomous Systems Engineer,EN,86,11
7291,AI Research Scientist,MI,77,8
7292,Robotics Engineer,EX,93,12
7293,AI Architect,EN,91,13
7294,Principal Data Scientist,EN,185,10
7295,Data Analyst,EX,111,6
7296,Machine Learning Engineer,MI,51,7
7297,Robotics Engineer,SE,228,19
7298,Robotics Engineer,MI,225,9
7299,AI Software Engineer,EX,123,6
7300,Machine Learning Engineer,EN,112,5
7301,Machine Learning Researcher,SE,106,16
7302,ML Ops Engineer,MI,155,14
7303,Autonomous Systems Engineer,EN,169,5
7304,Machine Learning Researcher,SE,36,3
7305,AI Specialist,MI,86,8
7306,Data Analyst,EN,191,17
7307,Data Scientist,SE,142,10
7308,NLP Engineer,SE,202,15
7309,AI Architect,EX,171,15
7310,Deep Learning Engineer,MI,2,6
7311,AI Research Scientist,EX,166,13
7312,Computer Vision Engineer,EX,98,2
7313,AI Product Manager,EN,42,18
7314,AI Architect,MI,186,15
7315,Principal Data Scientist,EX,187,18
7316,Machine Learning Researcher,SE,75,16
7317,Research Scientist,EX,62,11
7318,Principal Data Scientist,EX,194,15
7319,AI Architect,MI,21,13
7320,Deep Learning Engineer,SE,69,19
7321,Deep Learning Engineer,EN,3,5
7322,Deep Learning Engineer,EX,154,2
7323,Machine Learning Engineer,SE,65,2
7324,AI Consultant,EX,97,6
7325,AI Product Manager,MI,18,15
7326,AI Consultant,EN,174,9
7327,Deep Learning Engineer,EN,226,4
7328,AI Product Manager,EX,117,17
7329,Machine Learning Engineer,EX,11,1
7330,Data Scientist,EX,35,6
7331,AI Architect,EX,141,2
7332,Research Scientist,MI,82,16
7333,Machine Learning Researcher,EX,19,14
7334,Robotics Engineer,MI,61,11
7335,ML Ops Engineer,EN,69,8
7336,Autonomous Systems Engineer,MI,150,7
7337,NLP Engineer,EX,169,9
7338,Robotics Engineer,EX,185,7
7339,Autonomous Systems Engineer,EX,105,4
7340,Research Scientist,MI,136,12
7341,Principal Data Scientist,MI,196,10
7342,Data Engineer,SE,82,6
7343,Computer Vision Engineer,MI,131,3
7344,Deep Learning Engineer,EX,61,12
7345,AI Software Engineer,SE,88,16
7346,Research Scientist,SE,210,3
7347,AI Specialist,EN,210,15
7348,AI Architect,SE,216,1
7349,Data Scientist,MI,136,9
7350,NLP Engineer,EX,161,12
7351,Data Engineer,SE,188,15
7352,Computer Vision Engineer,EN,53,13
7353,Machine Learning Engineer,EN,90,2
7354,Research Scientist,EN,31,13
7355,Head of AI,EX,4,6
7356,Data Engineer,SE,6,5
7357,AI Consultant,MI,103,10
7358,AI Research Scientist,EX,156,17
7359,AI Specialist,MI,139,19
7360,ML Ops Engineer,EX,140,13
7361,AI Product Manager,MI,222,18
7362,Data Engineer,EX,93,10
7363,AI Software Engineer,EN,71,2
7364,NLP Engineer,MI,55,8
7365,AI Product Manager,EX,159,8
7366,Machine Learning Researcher,EN,167,16
7367,Deep Learning Engineer,MI,90,17
7368,Machine Learning Researcher,EN,119,13
7369,Research Scientist,MI,78,10
7370,AI Consultant,MI,173,17
7371,Data Engineer,EN,115,6
7372,Head of AI,EX,90,9
7373,Computer Vision Engineer,SE,127,2
7374,Robotics Engineer,EN,179,6
7375,Autonomous Systems Engineer,EX,188,4
7376,Autonomous Systems Engineer,EX,205,2
7377,AI Software Engineer,SE,151,11
7378,Robotics Engineer,EX,69,19
7379,Head of AI,MI,155,16
7380,Data Scientist,EX,160,7
7381,AI Research Scientist,EN,66,12
7382,Machine Learning Researcher,SE,95,20
7383,NLP Engineer,SE,28,10
7384,AI Architect,SE,239,16
7385,Robotics Engineer,MI,180,3
7386,AI Architect,SE,227,2
7387,Data Scientist,MI,59,17
7388,Machine Learning Researcher,MI,121,18
7389,Deep Learning Engineer,EN,81,11
7390,Principal Data Scientist,EX,216,19
7391,Machine Learning Researcher,EX,32,9
7392,NLP Engineer,MI,171,4
7393,AI Software Engineer,EX,48,7
7394,ML Ops Engineer,EN,12,5
7395,Head of AI,EX,184,5
7396,Machine Learning Engineer,SE,10,16
7397,AI Specialist,EN,173,1
7398,Data Scientist,EN,198,20
7399,AI Software Engineer,SE,25,1
7400,Autonomous Systems Engineer,EN,186,4
7401,Autonomous Systems Engineer,EN,59,8
7402,AI Product Manager,MI,63,19
7403,Machine Learning Researcher,EN,79,12
7404,Data Engineer,EX,61,20
7405,Principal Data Scientist,SE,69,10
7406,AI Consultant,SE,132,6
7407,Data Engineer,MI,76,4
7408,NLP Engineer,EX,20,7
7409,Machine Learning Researcher,EX,101,10
7410,AI Specialist,MI,205,13
7411,Data Analyst,EX,187,16
7412,Deep Learning Engineer,SE,223,13
7413,Data Analyst,SE,10,6
7414,Data Analyst,SE,34,13
7415,Machine Learning Researcher,MI,203,7
7416,Machine Learning Engineer,MI,11,2
7417,Deep Learning Engineer,SE,141,16
7418,ML Ops Engineer,SE,34,10
7419,AI Product Manager,EX,140,19
7420,Machine Learning Engineer,EX,117,1
7421,Computer Vision Engineer,SE,211,7
7422,AI Research Scientist,EN,194,10
7423,Robotics Engineer,SE,92,11
7424,AI Software Engineer,EN,207,8
7425,Head of AI,EX,122,13
7426,Deep Learning Engineer,EX,147,20
7427,NLP Engineer,MI,229,17
7428,Data Engineer,SE,88,14
7429,Data Analyst,EN,26,9
7430,Data Scientist,MI,54,9
7431,Principal Data Scientist,MI,105,11
7432,AI Product Manager,EX,94,17
7433,Research Scientist,MI,50,20
7434,AI Architect,MI,122,14
7435,Research Scientist,SE,119,8
7436,AI Software Engineer,SE,193,7
7437,Principal Data Scientist,MI,16,3
7438,Principal Data Scientist,SE,43,1
7439,Robotics Engineer,MI,81,10
7440,AI Architect,EX,209,3
7441,AI Specialist,EN,72,6
7442,Data Analyst,SE,219,6
7443,AI Product Manager,EN,233,9
7444,Data Engineer,MI,26,9
7445,Data Analyst,SE,156,13
7446,Data Engineer,MI,76,9
7447,Computer Vision Engineer,SE,177,5
7448,AI Research Scientist,EN,71,1
7449,Principal Data Scientist,EN,186,7
7450,Data Scientist,EX,110,17
7451,AI Software Engineer,EX,31,16
7452,AI Consultant,SE,101,3
7453,AI Specialist,EX,61,7
7454,Head of AI,SE,122,20
7455,AI Architect,MI,119,16
7456,Research Scientist,EX,26,8
7457,Data Analyst,EX,171,12
7458,Data Analyst,SE,148,20
7459,Research Scientist,MI,1,16
7460,AI Specialist,SE,220,9
7461,AI Product Manager,EX,132,12
7462,Data Scientist,EN,167,13
7463,AI Software Engineer,EX,152,17
7464,Machine Learning Engineer,MI,31,9
7465,Principal Data Scientist,EX,77,1
7466,Head of AI,MI,75,20
7467,Autonomous Systems Engineer,EX,97,3
7468,Data Engineer,EX,144,4
7469,ML Ops Engineer,EN,104,16
7470,Data Scientist,EX,90,16
7471,ML Ops Engineer,EX,152,5
7472,AI Specialist,SE,224,8
7473,Research Scientist,SE,53,1
7474,Principal Data Scientist,EN,105,11
7475,ML Ops Engineer,EX,47,13
7476,ML Ops Engineer,SE,25,8
7477,AI Specialist,EX,195,1
7478,AI Software Engineer,EN,190,7
7479,AI Software Engineer,EX,207,17
7480,AI Consultant,MI,229,3
7481,Data Engineer,EX,90,12
7482,AI Specialist,MI,135,15
7483,Autonomous Systems Engineer,SE,128,1
7484,Machine Learning Researcher,EN,8,12
7485,ML Ops Engineer,EN,120,4
7486,Head of AI,EX,101,8
7487,Machine Learning Researcher,EX,19,9
7488,ML Ops Engineer,EN,155,13
7489,Data Scientist,MI,128,18
7490,Data Engineer,SE,66,15
7491,Data Scientist,EN,180,12
7492,AI Software Engineer,SE,6,3
7493,Data Analyst,EX,231,5
7494,AI Architect,MI,78,19
7495,Data Engineer,MI,22,15
7496,Autonomous Systems Engineer,MI,158,8
7497,Robotics Engineer,MI,106,13
7498,AI Product Manager,EX,169,14
7499,AI Software Engineer,SE,97,3
7500,AI Research Scientist,MI,75,17
7501,Principal Data Scientist,EN,82,12
7502,Principal Data Scientist,EN,59,13
7503,Robotics Engineer,SE,203,8
7504,ML Ops Engineer,MI,62,16
7505,Head of AI,SE,182,12
7506,Data Scientist,MI,71,3
7507,ML Ops Engineer,MI,194,16
7508,Deep Learning Engineer,MI,161,2
7509,AI Software Engineer,SE,2,2
7510,Robotics Engineer,MI,79,18
7511,AI Architect,SE,18,15
7512,Research Scientist,SE,183,8
7513,AI Software Engineer,EN,4,7
7514,Principal Data Scientist,SE,151,3
7515,ML Ops Engineer,EX,98,14
7516,Machine Learning Engineer,EN,200,16
7517,AI Product Manager,EN,212,15
7518,Computer Vision Engineer,EN,112,19
7519,AI Specialist,SE,63,17
7520,Head of AI,EX,77,18
7521,Head of AI,MI,3,2
7522,NLP Engineer,EX,37,1
7523,Machine Learning Researcher,MI,63,19
7524,Machine Learning Researcher,EX,170,12
7525,AI Architect,MI,143,9
7526,Machine Learning Researcher,SE,108,14
7527,Data Analyst,MI,42,8
7528,Machine Learning Researcher,EN,48,16
7529,AI Architect,MI,6,19
7530,NLP Engineer,MI,90,16
7531,ML Ops Engineer,EX,156,15
7532,Deep Learning Engineer,SE,211,11
7533,AI Product Manager,EX,201,17
7534,AI Software Engineer,MI,167,19
7535,AI Product Manager,EX,187,5
7536,AI Product Manager,EX,133,2
7537,AI Product Manager,SE,234,14
7538,AI Consultant,MI,211,16
7539,Machine Learning Researcher,EX,226,2
7540,AI Architect,MI,75,19
7541,AI Research Scientist,SE,55,10
7542,Data Engineer,EX,228,9
7543,AI Specialist,SE,98,10
7544,AI Consultant,SE,52,9
7545,Head of AI,SE,194,11
7546,Head of AI,EN,211,4
7547,Data Scientist,SE,72,17
7548,Robotics Engineer,MI,20,19
7549,Principal Data Scientist,EX,102,16
7550,AI Architect,MI,19,12
7551,AI Architect,MI,12,5
7552,Data Engineer,MI,9,12
7553,Machine Learning Researcher,SE,12,13
7554,Robotics Engineer,MI,212,5
7555,Principal Data Scientist,SE,166,14
7556,Machine Learning Researcher,EX,237,1
7557,AI Research Scientist,SE,89,11
7558,Machine Learning Engineer,EX,172,7
7559,AI Consultant,EX,200,14
7560,AI Consultant,EX,73,20
7561,Head of AI,SE,61,14
7562,Computer Vision Engineer,MI,48,19
7563,Machine Learning Researcher,EX,90,18
7564,AI Architect,EX,107,19
7565,AI Architect,EN,239,11
7566,AI Research Scientist,MI,53,11
7567,AI Research Scientist,MI,136,20
7568,Machine Learning Researcher,EX,193,7
7569,Machine Learning Researcher,EX,50,15
7570,Robotics Engineer,MI,101,3
7571,AI Architect,EX,120,1
7572,Machine Learning Researcher,MI,18,11
7573,AI Product Manager,SE,144,11
7574,Data Analyst,EN,32,5
7575,Machine Learning Researcher,SE,182,18
7576,NLP Engineer,SE,162,13
7577,AI Consultant,EX,24,5
7578,Data Scientist,SE,143,13
7579,Research Scientist,EX,68,2
7580,Computer Vision Engineer,EX,144,1
7581,NLP Engineer,MI,144,11
7582,Machine Learning Researcher,EX,2,12
7583,AI Specialist,MI,115,6
7584,AI Product Manager,EX,199,9
7585,Deep Learning Engineer,EN,167,2
7586,AI Product Manager,SE,232,19
7587,AI Research Scientist,MI,157,17
7588,Research Scientist,EX,190,15
7589,Deep Learning Engineer,MI,202,13
7590,AI Software Engineer,MI,46,13
7591,AI Software Engineer,EN,39,4
7592,ML Ops Engineer,MI,137,3
7593,Data Analyst,EN,25,8
7594,Robotics Engineer,EN,94,12
7595,Machine Learning Researcher,EX,67,12
7596,Robotics Engineer,EN,116,19
7597,NLP Engineer,EN,168,10
7598,AI Research Scientist,MI,186,11
7599,Research Scientist,MI,54,20
7600,Autonomous Systems Engineer,EN,199,20
7601,Data Analyst,EN,12,9
7602,Machine Learning Engineer,MI,194,11
7603,AI Specialist,SE,86,5
7604,AI Software Engineer,SE,131,20
7605,Machine Learning Engineer,MI,233,17
7606,Machine Learning Engineer,SE,51,7
7607,Data Scientist,MI,53,20
7608,ML Ops Engineer,SE,16,7
7609,ML Ops Engineer,EX,73,9
7610,AI Product Manager,EX,32,3
7611,Research Scientist,SE,92,14
7612,Robotics Engineer,SE,62,8
7613,AI Product Manager,MI,64,2
7614,Head of AI,EN,228,20
7615,Data Scientist,EX,165,8
7616,Data Analyst,EN,215,10
7617,AI Architect,MI,151,7
7618,Principal Data Scientist,MI,3,3
7619,Computer Vision Engineer,MI,204,7
7620,AI Research Scientist,SE,108,10
7621,AI Software Engineer,EX,181,12
7622,AI Architect,EN,2,18
7623,Autonomous Systems Engineer,EN,122,11
7624,Principal Data Scientist,SE,76,15
7625,AI Software Engineer,EN,135,20
7626,NLP Engineer,EN,39,12
7627,AI Specialist,EX,33,7
7628,AI Specialist,EX,8,3
7629,Data Analyst,EN,61,20
7630,AI Software Engineer,MI,36,11
7631,Robotics Engineer,MI,142,9
7632,Autonomous Systems Engineer,SE,204,20
7633,AI Software Engineer,MI,221,1
7634,Autonomous Systems Engineer,EX,174,11
7635,Data Analyst,SE,158,11
7636,AI Specialist,SE,5,3
7637,AI Product Manager,EX,29,17
7638,ML Ops Engineer,EN,23,9
7639,Machine Learning Engineer,MI,78,15
7640,AI Software Engineer,EN,232,3
7641,Research Scientist,EN,133,13
7642,Principal Data Scientist,EX,51,15
7643,AI Product Manager,MI,150,14
7644,Robotics Engineer,SE,168,2
7645,AI Architect,EX,233,19
7646,Robotics Engineer,SE,127,11
7647,AI Consultant,EX,106,1
7648,AI Research Scientist,MI,166,7
7649,AI Research Scientist,SE,224,1
7650,AI Product Manager,EX,231,5
7651,Head of AI,EN,133,9
7652,Head of AI,SE,166,16
7653,AI Consultant,MI,45,9
7654,Data Scientist,SE,131,12
7655,AI Product Manager,EX,13,6
7656,AI Specialist,MI,155,15
7657,Deep Learning Engineer,SE,96,8
7658,Computer Vision Engineer,SE,231,5
7659,Deep Learning Engineer,EX,89,1
7660,AI Architect,MI,77,4
7661,Machine Learning Researcher,EX,102,4
7662,AI Architect,SE,186,18
7663,Machine Learning Researcher,EN,238,1
7664,Robotics Engineer,EN,8,20
7665,Head of AI,EX,94,10
7666,AI Software Engineer,EX,175,1
7667,AI Specialist,EX,32,16
7668,Machine Learning Researcher,EN,237,8
7669,Principal Data Scientist,SE,101,4
7670,ML Ops Engineer,EN,131,2
7671,AI Research Scientist,MI,105,17
7672,AI Architect,MI,123,19
7673,Machine Learning Researcher,EN,220,14
7674,NLP Engineer,SE,87,20
7675,Research Scientist,EN,73,17
7676,Machine Learning Engineer,SE,104,5
7677,Deep Learning Engineer,SE,218,4
7678,Robotics Engineer,MI,7,17
7679,Research Scientist,SE,173,4
7680,Data Engineer,SE,177,16
7681,Research Scientist,EX,115,11
7682,Data Engineer,EN,200,15
7683,NLP Engineer,MI,157,12
7684,Data Scientist,SE,210,7
7685,Data Analyst,EX,107,16
7686,Principal Data Scientist,EN,87,1
7687,Data Scientist,EN,17,18
7688,Machine Learning Engineer,SE,228,2
7689,AI Consultant,EN,8,17
7690,AI Research Scientist,SE,112,17
7691,Head of AI,EN,77,7
7692,ML Ops Engineer,EN,175,16
7693,Autonomous Systems Engineer,EX,206,12
7694,Machine Learning Researcher,EX,74,6
7695,Computer Vision Engineer,MI,202,19
7696,Data Engineer,SE,212,4
7697,AI Architect,EN,152,10
7698,Autonomous Systems Engineer,MI,103,14
7699,NLP Engineer,MI,118,13
7700,Computer Vision Engineer,EN,188,12
7701,AI Consultant,MI,8,15
7702,ML Ops Engineer,EN,105,1
7703,Principal Data Scientist,EN,209,3
7704,Head of AI,SE,39,3
7705,ML Ops Engineer,MI,113,13
7706,AI Specialist,EX,59,7
7707,AI Research Scientist,SE,186,17
7708,Machine Learning Engineer,SE,1,7
7709,Principal Data Scientist,MI,125,11
7710,AI Consultant,MI,174,6
7711,Data Analyst,SE,139,6
7712,Computer Vision Engineer,EX,69,6
7713,Machine Learning Researcher,EN,100,10
7714,Data Scientist,EX,206,8
7715,Data Engineer,MI,172,8
7716,AI Consultant,MI,132,9
7717,Head of AI,MI,200,19
7718,AI Software Engineer,MI,174,19
7719,AI Research Scientist,MI,238,13
7720,Data Scientist,SE,237,14
7721,Machine Learning Researcher,EN,104,8
7722,Computer Vision Engineer,EX,143,19
7723,Head of AI,SE,11,4
7724,Research Scientist,SE,142,4
7725,AI Specialist,EN,120,9
7726,ML Ops Engineer,SE,5,17
7727,Research Scientist,MI,189,7
7728,Machine Learning Engineer,SE,58,20
7729,AI Consultant,EN,14,17
7730,AI Research Scientist,EX,167,20
7731,Machine Learning Researcher,SE,217,16
7732,Machine Learning Researcher,SE,156,14
7733,Machine Learning Researcher,MI,87,14
7734,Computer Vision Engineer,EN,190,19
7735,AI Product Manager,EN,103,19
7736,Robotics Engineer,EX,80,5
7737,AI Product Manager,EX,88,20
7738,Computer Vision Engineer,EN,238,18
7739,Robotics Engineer,SE,82,8
7740,Machine Learning Researcher,MI,5,6
7741,Machine Learning Researcher,EN,215,16
7742,Robotics Engineer,EN,102,6
7743,Machine Learning Engineer,MI,3,3
7744,AI Architect,EN,189,11
7745,Head of AI,EX,96,1
7746,AI Consultant,EN,204,5
7747,Autonomous Systems Engineer,EN,227,10
7748,Data Engineer,MI,34,13
7749,AI Product Manager,MI,53,19
7750,Head of AI,EX,130,16
7751,Head of AI,EX,10,18
7752,Computer Vision Engineer,EN,39,17
7753,Computer Vision Engineer,EX,175,6
7754,Data Analyst,SE,199,20
7755,NLP Engineer,EX,194,6
7756,AI Software Engineer,EN,153,13
7757,AI Consultant,MI,170,20
7758,Autonomous Systems Engineer,MI,7,4
7759,Principal Data Scientist,EX,32,5
7760,AI Consultant,MI,211,7
7761,AI Research Scientist,EX,95,11
7762,ML Ops Engineer,EX,174,5
7763,Data Engineer,EN,88,10
7764,Machine Learning Researcher,SE,115,13
7765,Computer Vision Engineer,EX,164,16
7766,ML Ops Engineer,EX,28,1
7767,NLP Engineer,EX,233,18
7768,Data Engineer,EX,136,5
7769,Computer Vision Engineer,MI,188,20
7770,Principal Data Scientist,EN,181,9
7771,ML Ops Engineer,MI,29,18
7772,Machine Learning Engineer,MI,106,14
7773,AI Software Engineer,MI,173,4
7774,Data Engineer,MI,216,14
7775,AI Software Engineer,MI,226,17
7776,Autonomous Systems Engineer,MI,100,12
7777,AI Consultant,SE,24,11
7778,Computer Vision Engineer,SE,48,2
7779,Research Scientist,EX,150,17
7780,AI Software Engineer,MI,180,5
7781,AI Research Scientist,EX,219,8
7782,ML Ops Engineer,EX,77,2
7783,AI Research Scientist,EX,159,11
7784,AI Specialist,SE,140,7
7785,Data Analyst,MI,140,17
7786,Data Engineer,SE,224,10
7787,AI Research Scientist,SE,124,6
7788,AI Consultant,SE,220,3
